ocel_id;ocel_time;ocel_changed_field;Amount of Handling Units;Status;Weight
cr8;2023-05-24 17:50:00;;1;empty
cr1152;2023-11-29 12:50:56;;6;empty
cr1083;2023-11-29 14:08:15;Weight;;;450.0
cr1152;2023-11-29 16:10:25;Status;;full
cr1152;2023-11-29 16:24:33;Weight;;;1190.0
cr1170;2023-11-29 23:09:41;;6;empty
cr1140;2023-11-30 00:13:57;;6;empty
cr1131;2023-11-30 06:38:34;;6;empty
cr1170;2023-11-30 10:12:31;Status;;full
cr1140;2023-11-30 10:17:28;Status;;full
cr1140;2023-11-30 10:31:22;Weight;;;1230.0
cr1177;2023-11-30 10:40:23;;2;empty
cr1170;2023-11-30 10:53:03;Weight;;;1160.0
cr1177;2023-11-30 11:45:30;Status;;full
cr1177;2023-11-30 11:56:34;Weight;;;380.0
cr1133;2023-11-30 12:02:11;;6;empty
cr1133;2023-11-30 13:47:15;Status;;full
cr1179;2023-11-30 13:51:30;;6;empty
cr1131;2023-11-30 14:04:01;Status;;full
cr1131;2023-11-30 14:18:09;Weight;;;1140.0
cr1133;2023-11-30 15:02:59;Weight;;;1190.0
cr1179;2023-11-30 16:15:12;Status;;full
cr1179;2023-11-30 16:28:55;Weight;;;1240.0
cr1068;2023-11-30 21:39:26;;6;empty
cr1184;2023-11-30 22:45:21;;6;empty
cr1166;2023-11-30 22:45:31;;6;empty
cr1085;2023-11-30 23:48:17;;6;empty
cr1182;2023-12-01 00:57:33;;2;empty
cr1182;2023-12-01 10:52:39;Status;;full
cr1085;2023-12-01 13:41:59;Status;;full
cr1184;2023-12-01 13:50:35;Status;;full
cr1166;2023-12-01 13:53:19;Status;;full
cr1182;2023-12-01 13:56:37;Weight;;;400.0
cr1085;2023-12-01 14:48:03;Weight;;;1160.0
cr1068;2023-12-01 15:01:26;Status;;full
cr1128;2023-12-01 15:03:11;;6;empty
cr1166;2023-12-01 15:07:43;Weight;;;1140.0
cr1068;2023-12-01 15:20:22;Weight;;;1210.0
cr1128;2023-12-01 15:48:48;Status;;full
cr1184;2023-12-01 15:49:16;Weight;;;1230.0
cr1197;2023-12-01 16:32:40;;6;empty
cr1187;2023-12-01 16:44:47;;6;empty
cr1183;2023-12-01 17:14:09;;6;empty
cr1128;2023-12-01 18:03:59;Weight;;;1140.0
cr1185;2023-12-01 18:29:50;;6;empty
cr1069;2023-12-01 20:11:21;;6;empty
cr1110;2023-12-01 21:53:04;;3;empty
cr1197;2023-12-04 09:08:24;Status;;full
cr1176;2023-12-04 09:22:32;;6;empty
cr1183;2023-12-04 09:27:42;Status;;full
cr1197;2023-12-04 09:28:02;Weight;;;1120.0
cr1187;2023-12-04 09:41:03;Status;;full
cr1134;2023-12-04 09:41:11;;6;empty
cr1183;2023-12-04 09:46:21;Weight;;;1210.0
cr1185;2023-12-04 09:47:17;Status;;full
cr1188;2023-12-04 10:48:30;;6;empty
cr1185;2023-12-04 10:52:50;Weight;;;1120.0
cr1194;2023-12-04 11:17:41;;1;empty
cr1187;2023-12-04 11:20:40;Weight;;;1160.0
cr1069;2023-12-04 11:37:28;Status;;full
cr1110;2023-12-04 11:44:28;Status;;full
cr1134;2023-12-04 11:49:05;Status;;full
cr1194;2023-12-04 11:50:40;Status;;full
cr1189;2023-12-04 11:50:58;;3;empty
cr1176;2023-12-04 11:52:37;Status;;full
cr1069;2023-12-04 11:56:38;Weight;;;1160.0
cr1178;2023-12-04 11:58:30;;6;empty
cr1156;2023-12-04 13:52:48;;6;empty
cr1175;2023-12-04 13:56:10;;4;empty
cr1110;2023-12-04 14:03:08;Weight;;;540.0
cr1192;2023-12-04 14:52:56;;6;empty
cr1134;2023-12-04 14:54:24;Weight;;;1190.0
cr1176;2023-12-04 14:56:13;Weight;;;1140.0
cr1194;2023-12-04 14:59:12;Weight;;;200.0
cr1189;2023-12-04 15:49:48;Status;;full
cr1188;2023-12-04 17:39:56;Status;;full
cr1191;2023-12-04 17:47:18;;6;empty
cr1189;2023-12-04 17:55:29;Weight;;;540.0
cr1156;2023-12-04 18:54:10;Status;;full
cr1178;2023-12-05 07:34:08;Status;;full
cr1192;2023-12-05 07:36:44;Status;;full
cr1164;2023-12-05 07:43:28;;6;empty
cr1188;2023-12-05 07:53:18;Weight;;;1180.0
cr1173;2023-12-05 07:58:13;;6;empty
cr1159;2023-12-05 08:17:20;;6;empty
cr1156;2023-12-05 08:20:32;Weight;;;1250.0
cr1198;2023-12-05 08:38:19;;6;empty
cr1192;2023-12-05 08:52:23;Weight;;;1160.0
cr1178;2023-12-05 09:05:16;Weight;;;1100.0
cr1175;2023-12-05 11:14:45;Status;;full
cr1190;2023-12-05 11:27:09;;6;empty
cr1175;2023-12-05 11:28:26;Weight;;;740.0
cr1159;2023-12-05 11:42:20;Status;;full
cr1165;2023-12-05 11:54:45;;5;empty
cr1173;2023-12-05 11:56:07;Status;;full
cr1198;2023-12-05 11:59:59;Status;;full
cr1159;2023-12-05 13:56:15;Weight;;;1160.0
cr1164;2023-12-05 14:02:49;Status;;full
cr1191;2023-12-05 14:08:07;Status;;full
cr1199;2023-12-05 14:15:10;;2;empty
cr1164;2023-12-05 14:16:35;Weight;;;1160.0
cr1190;2023-12-05 14:18:13;Status;;full
cr1119;2023-12-05 14:20:18;;6;empty
cr1191;2023-12-05 14:23:05;Weight;;;1230.0
cr1132;2023-12-05 14:30:51;;6;empty
cr1190;2023-12-05 14:35:06;Weight;;;1230.0
cr1165;2023-12-05 14:41:06;Status;;full
cr1199;2023-12-05 14:47:55;Status;;full
cr1195;2023-12-05 14:53:59;;6;empty
cr1173;2023-12-05 14:56:32;Weight;;;1210.0
cr1162;2023-12-05 15:01:53;;6;empty
cr1198;2023-12-05 15:07:15;Weight;;;1240.0
cr1193;2023-12-05 16:12:13;;6;empty
cr1165;2023-12-05 16:13:06;Weight;;;990.0
cr1203;2023-12-05 16:25:33;;6;empty
cr1199;2023-12-05 16:28:31;Weight;;;450.0
cr1119;2023-12-05 16:32:39;Status;;full
cr1080;2023-12-05 16:48:28;;2;empty
cr1119;2023-12-05 16:54:27;Weight;;;1190.0
cr1080;2023-12-06 07:49:55;Status;;full
cr1202;2023-12-06 09:04:08;;6;empty
cr1080;2023-12-06 09:06:38;Weight;;;380.0
cr1132;2023-12-06 10:04:30;Status;;full
cr1155;2023-12-06 10:17:03;;6;empty
cr1132;2023-12-06 10:24:30;Weight;;;1210.0
cr1193;2023-12-06 11:54:54;Status;;full
cr1203;2023-12-06 11:59:49;Status;;full
cr1168;2023-12-06 14:03:56;;6;empty
cr1193;2023-12-06 14:06:08;Weight;;;1140.0
cr1196;2023-12-06 14:15:02;;6;empty
cr1203;2023-12-06 14:21:25;Weight;;;1140.0
cr1155;2023-12-06 16:20:31;Status;;full
cr1162;2023-12-06 16:37:33;Status;;full
cr1155;2023-12-06 16:39:44;Weight;;;1160.0
cr1162;2023-12-06 16:57:34;Weight;;;1140.0
cr1174;2023-12-06 17:28:06;;6;empty
cr1186;2023-12-06 23:39:13;;6;empty
cr1202;2023-12-07 07:39:06;Status;;full
cr1209;2023-12-07 09:17:59;;6;empty
cr1202;2023-12-07 09:28:56;Weight;;;1170.0
cr1196;2023-12-07 10:05:53;Status;;full
cr1195;2023-12-07 10:18:53;Status;;full
cr1209;2023-12-07 10:37:44;Status;;full
cr1168;2023-12-07 10:50:46;Status;;full
cr1209;2023-12-07 10:58:45;Weight;;;1160.0
cr1213;2023-12-07 11:08:30;;6;empty
cr1196;2023-12-07 12:03:43;Weight;;;1210.0
cr1206;2023-12-07 12:46:48;;6;empty
cr1174;2023-12-07 13:05:14;Status;;full
cr1168;2023-12-07 13:09:04;Weight;;;1230.0
cr1195;2023-12-07 13:12:58;Weight;;;1210.0
cr1186;2023-12-07 14:05:05;Status;;full
cr1213;2023-12-07 14:14:28;Status;;full
cr1174;2023-12-07 14:14:46;Weight;;;1210.0
cr1186;2023-12-07 14:20:45;Weight;;;1230.0
cr1213;2023-12-07 14:28:39;Weight;;;1190.0
cr1206;2023-12-07 14:36:34;Status;;full
cr1206;2023-12-07 14:54:31;Weight;;;1170.0
cr1201;2023-12-07 15:34:35;;1;empty
cr1201;2023-12-07 17:04:30;Status;;full
cr1201;2023-12-07 17:55:58;Weight;;;200.0
cr1171;2023-12-07 19:51:24;;6;empty
cr1161;2023-12-07 22:55:29;;1;empty
cr1169;2023-12-08 02:40:44;;6;empty
cr1205;2023-12-08 06:14:51;;6;empty
cr1161;2023-12-08 10:32:48;Status;;full
cr1169;2023-12-08 10:38:31;Status;;full
cr1205;2023-12-08 10:40:21;Status;;full
cr1171;2023-12-08 10:48:40;Status;;full
cr1161;2023-12-08 10:52:30;Weight;;;180.0
cr1169;2023-12-08 10:59:15;Weight;;;1140.0
cr1171;2023-12-08 11:56:28;Weight;;;1160.0
cr1205;2023-12-08 13:25:18;Weight;;;1160.0
cr1181;2023-12-08 18:10:51;;6;empty
cr1227;2023-12-09 01:17:11;;6;empty
cr1208;2023-12-09 06:48:49;;6;empty
cr1200;2023-12-09 08:14:08;;6;empty
cr1216;2023-12-09 09:40:11;;6;empty
cr1207;2023-12-09 21:29:40;;6;empty
cr1216;2023-12-11 16:11:57;Status;;full
cr1227;2023-12-11 16:13:19;Status;;full
cr1208;2023-12-11 16:18:05;Status;;full
cr1181;2023-12-11 16:22:11;Status;;full
cr1232;2023-12-11 16:29:29;;6;empty
cr1223;2023-12-11 16:30:52;;6;empty
cr1207;2023-12-11 16:33:01;Status;;full
cr1200;2023-12-11 16:35:04;Status;;full
cr1217;2023-12-11 16:35:22;;6;empty
cr1208;2023-12-11 17:04:01;Weight;;;1230.0
cr1227;2023-12-11 17:13:31;Weight;;;1140.0
cr1216;2023-12-11 17:15:50;Weight;;;1240.0
cr1211;2023-12-12 07:24:35;;6;empty
cr1181;2023-12-12 07:30:22;Weight;;;1140.0
cr1219;2023-12-12 07:50:56;;6;empty
cr1214;2023-12-12 07:56:17;;6;empty
cr1207;2023-12-12 07:58:42;Weight;;;1120.0
cr1223;2023-12-12 07:59:10;Status;;full
cr1200;2023-12-12 08:59:40;Weight;;;1160.0
cr1232;2023-12-12 09:31:10;Status;;full
cr1224;2023-12-12 09:43:30;;6;empty
cr1232;2023-12-12 09:45:29;Weight;;;1210.0
cr1218;2023-12-12 10:18:10;;6;empty
cr1223;2023-12-12 10:18:50;Weight;;;1140.0
cr1217;2023-12-12 11:23:49;Status;;full
cr1231;2023-12-12 11:36:44;;6;empty
cr1217;2023-12-12 11:42:25;Weight;;;1250.0
cr1211;2023-12-12 11:52:28;Status;;full
cr1214;2023-12-12 11:56:05;Status;;full
cr1226;2023-12-12 13:58:41;;6;empty
cr1218;2023-12-12 13:59:40;Status;;full
cr1211;2023-12-12 13:59:43;Weight;;;1210.0
cr1229;2023-12-12 14:06:51;;6;empty
cr1214;2023-12-12 14:11:19;Weight;;;1170.0
cr1224;2023-12-12 15:01:57;Status;;full
cr1180;2023-12-12 15:11:32;;6;empty
cr1212;2023-12-12 15:14:18;;6;empty
cr1224;2023-12-12 15:16:56;Weight;;;1230.0
cr1218;2023-12-12 15:17:42;Weight;;;1230.0
cr1219;2023-12-12 16:44:12;Status;;full
cr1235;2023-12-12 16:59:44;;6;empty
cr1219;2023-12-12 18:02:37;Weight;;;1120.0
cr1231;2023-12-13 07:15:59;Status;;full
cr1225;2023-12-13 07:40:44;;5;empty
cr1231;2023-12-13 07:45:46;Weight;;;1210.0
cr1229;2023-12-13 08:59:37;Status;;full
cr1180;2023-12-13 09:33:01;Status;;full
cr1235;2023-12-13 09:37:30;Status;;full
cr1220;2023-12-13 09:45:31;;3;empty
cr1180;2023-12-13 09:47:02;Weight;;;1160.0
cr1226;2023-12-13 09:48:10;Status;;full
cr1212;2023-12-13 09:48:53;Status;;full
cr1240;2023-12-13 09:49:56;;1;empty
cr1235;2023-12-13 09:55:26;Weight;;;1160.0
cr1236;2023-12-13 10:48:35;;6;empty
cr1226;2023-12-13 10:49:27;Weight;;;1250.0
cr1228;2023-12-13 10:49:59;;6;empty
cr1243;2023-12-13 10:50:00;;6;empty
cr1212;2023-12-13 10:51:22;Weight;;;1140.0
cr1229;2023-12-13 10:52:33;Weight;;;1190.0
cr1240;2023-12-13 11:09:24;Status;;full
cr1225;2023-12-13 11:52:37;Status;;full
cr1246;2023-12-13 11:59:19;;4;empty
cr1222;2023-12-13 13:59:35;;6;empty
cr1240;2023-12-13 14:01:01;Weight;;;200.0
cr1220;2023-12-13 14:06:38;Status;;full
cr1249;2023-12-13 14:18:53;;6;empty
cr1220;2023-12-13 14:23:09;Weight;;;560.0
cr1243;2023-12-13 14:59:47;Status;;full
cr1225;2023-12-13 15:02:36;Weight;;;960.0
cr1228;2023-12-13 15:45:23;Status;;full
cr1249;2023-12-13 15:51:01;Status;;full
cr1246;2023-12-13 15:53:09;Status;;full
cr1236;2023-12-13 15:53:26;Status;;full
cr1222;2023-12-13 15:53:51;Status;;full
cr1252;2023-12-13 16:13:58;;6;empty
cr1243;2023-12-13 16:17:50;Weight;;;1120.0
cr1236;2023-12-13 17:12:09;Weight;;;1200.0
cr1222;2023-12-13 17:22:28;Weight;;;1300.0
cr1228;2023-12-13 17:34:04;Weight;;;1140.0
cr1249;2023-12-13 17:55:14;Weight;;;1280.0
cr1246;2023-12-13 17:55:43;Weight;;;760.0
cr1256;2023-12-13 18:19:02;;5;empty
cr1239;2023-12-13 19:41:13;;6;empty
cr1210;2023-12-13 23:08:45;;1;empty
cr1252;2023-12-14 07:14:14;Status;;full
cr1210;2023-12-14 09:01:32;Status;;full
cr1256;2023-12-14 09:36:28;Status;;full
cr1239;2023-12-14 09:41:25;Status;;full
cr1256;2023-12-14 10:01:33;Weight;;;960.0
cr1210;2023-12-14 10:02:49;Weight;;;200.0
cr1252;2023-12-14 10:03:30;Weight;;;1120.0
cr1239;2023-12-14 11:13:56;Weight;;;1230.0
cr1254;2023-12-15 08:04:33;;1;empty
cr1254;2023-12-15 09:11:10;Status;;full
cr1263;2023-12-15 09:51:04;;5;empty
cr1254;2023-12-15 10:27:08;Weight;;;200.0
cr1263;2023-12-15 13:09:31;Status;;full
cr1263;2023-12-15 13:36:23;Weight;;;990.0
cr1215;2023-12-15 18:11:01;;6;empty
cr1230;2023-12-15 20:38:01;;4;empty
cr1237;2023-12-15 22:54:12;;4;empty
cr1262;2023-12-16 09:53:13;;6;empty
cr1259;2023-12-16 10:23:52;;1;empty
cr1238;2023-12-16 13:33:10;;6;empty
cr1215;2023-12-18 10:15:20;Status;;full
cr1259;2023-12-18 10:16:47;Status;;full
cr1262;2023-12-18 10:20:13;Status;;full
cr1230;2023-12-18 10:22:27;Status;;full
cr1221;2023-12-18 10:29:13;;6;empty
cr1264;2023-12-18 10:30:30;;6;empty
cr1234;2023-12-18 10:36:13;;3;empty
cr1230;2023-12-18 10:42:49;Weight;;;760.0
cr1215;2023-12-18 10:46:31;Weight;;;1180.0
cr1259;2023-12-18 10:46:41;Weight;;;180.0
cr1269;2023-12-18 11:36:18;;6;empty
cr1262;2023-12-18 11:40:09;Weight;;;1200.0
cr1238;2023-12-18 13:53:28;Status;;full
cr1248;2023-12-18 15:01:48;;6;empty
cr1237;2023-12-18 15:05:46;Status;;full
cr1238;2023-12-18 15:05:55;Weight;;;1140.0
cr1270;2023-12-18 15:19:45;;6;empty
cr1237;2023-12-18 15:24:38;Weight;;;830.0
cr1234;2023-12-18 15:33:21;Status;;full
cr1269;2023-12-18 15:42:59;Status;;full
cr1221;2023-12-18 15:54:03;Status;;full
cr1172;2023-12-18 15:56:41;;6;empty
cr1269;2023-12-18 17:01:13;Weight;;;1160.0
cr1255;2023-12-18 17:03:53;;6;empty
cr1268;2023-12-18 17:08:52;;6;empty
cr1221;2023-12-18 17:09:56;Weight;;;1230.0
cr1234;2023-12-18 17:25:06;Weight;;;650.0
cr1248;2023-12-19 09:24:14;Status;;full
cr1270;2023-12-19 09:28:55;Status;;full
cr1274;2023-12-19 09:41:18;;6;empty
cr1270;2023-12-19 09:43:17;Weight;;;1180.0
cr1255;2023-12-19 09:43:25;Status;;full
cr1172;2023-12-19 09:57:24;Status;;full
cr1268;2023-12-19 09:59:58;Status;;full
cr1204;2023-12-19 10:38:19;;6;empty
cr1248;2023-12-19 10:39:36;Weight;;;1160.0
cr1264;2023-12-19 11:00:30;Status;;full
cr1247;2023-12-19 11:07:38;;6;empty
cr1172;2023-12-19 11:10:59;Weight;;;1260.0
cr1253;2023-12-19 11:13:09;;6;empty
cr1264;2023-12-19 11:15:06;Weight;;;1230.0
cr1251;2023-12-19 11:17:10;;1;empty
cr1255;2023-12-19 11:19:38;Weight;;;1140.0
cr1268;2023-12-19 11:50:34;Weight;;;1160.0
cr1279;2023-12-19 12:52:54;;6;empty
cr1274;2023-12-19 13:23:07;Status;;full
cr1274;2023-12-19 13:40:37;Weight;;;1120.0
cr1204;2023-12-19 15:06:19;Status;;full
cr1251;2023-12-19 15:07:12;Status;;full
cr1251;2023-12-19 15:20:26;Weight;;;200.0
cr1279;2023-12-19 15:26:50;Status;;full
cr1247;2023-12-19 15:26:59;Status;;full
cr1253;2023-12-19 15:28:10;Status;;full
cr1279;2023-12-19 15:40:05;Weight;;;1230.0
cr1247;2023-12-19 15:40:37;Weight;;;1280.0
cr1204;2023-12-19 15:59:15;Weight;;;1200.0
cr1253;2023-12-19 16:53:05;Weight;;;1120.0
cr1276;2023-12-19 17:21:08;;6;empty
cr1286;2023-12-19 18:42:13;;6;empty
cr1242;2023-12-19 20:52:29;;6;empty
cr1283;2023-12-20 04:20:06;;6;empty
cr1241;2023-12-20 06:36:29;;6;empty
cr1261;2023-12-20 07:53:20;;6;empty
cr1276;2023-12-20 10:07:25;Status;;full
cr1282;2023-12-20 10:19:45;;6;empty
cr1276;2023-12-20 10:20:24;Weight;;;1310.0
cr1286;2023-12-20 11:06:30;Status;;full
cr1267;2023-12-20 11:18:56;;3;empty
cr1286;2023-12-20 11:22:19;Weight;;;1250.0
cr1241;2023-12-20 11:32:57;Status;;full
cr1283;2023-12-20 11:43:15;Status;;full
cr1242;2023-12-20 11:47:07;Status;;full
cr1282;2023-12-20 11:48:09;Status;;full
cr1271;2023-12-20 11:59:20;;6;empty
cr1261;2023-12-20 13:12:00;Status;;full
cr1287;2023-12-20 13:27:44;;6;empty
cr1261;2023-12-20 13:29:38;Weight;;;1210.0
cr1278;2023-12-20 14:01:52;;6;empty
cr1242;2023-12-20 14:03:01;Weight;;;1210.0
cr1241;2023-12-20 14:04:22;Weight;;;1280.0
cr1300;2023-12-20 14:25:19;;5;empty
cr1283;2023-12-20 14:30:03;Weight;;;1140.0
cr1281;2023-12-20 14:35:52;;6;empty
cr1282;2023-12-20 14:37:40;Weight;;;1300.0
cr1267;2023-12-20 15:00:02;Status;;full
cr1267;2023-12-20 15:53:00;Weight;;;630.0
cr1250;2023-12-20 15:55:10;;6;empty
cr1278;2023-12-21 09:12:42;Status;;full
cr1288;2023-12-21 09:25:09;;3;empty
cr1300;2023-12-21 09:32:53;Status;;full
cr1281;2023-12-21 09:42:56;Status;;full
cr1271;2023-12-21 09:58:11;Status;;full
cr1284;2023-12-21 10:55:25;;6;empty
cr1288;2023-12-21 10:58:32;Status;;full
cr1278;2023-12-21 11:01:26;Weight;;;1160.0
cr1285;2023-12-21 11:16:20;;3;empty
cr1281;2023-12-21 11:18:14;Weight;;;1210.0
cr1297;2023-12-21 11:46:24;;3;empty
cr1271;2023-12-21 11:48:43;Weight;;;1120.0
cr1300;2023-12-21 11:57:10;Weight;;;1010.0
cr1293;2023-12-21 12:47:47;;5;empty
cr1288;2023-12-21 13:52:56;Weight;;;600.0
cr1285;2023-12-21 14:50:06;Status;;full
cr1297;2023-12-21 14:55:52;Status;;full
cr1293;2023-12-21 15:58:01;Status;;full
cr1287;2023-12-21 16:00:23;Status;;full
cr1250;2023-12-21 16:02:06;Status;;full
cr1284;2023-12-21 16:04:27;Status;;full
cr1233;2023-12-21 16:29:28;;6;empty
cr1285;2023-12-21 16:30:30;Weight;;;560.0
cr1260;2023-12-21 16:41:15;;6;empty
cr1297;2023-12-21 16:49:58;Weight;;;560.0
cr1258;2023-12-21 17:08:09;;6;empty
cr1287;2023-12-21 17:12:19;Weight;;;1120.0
cr1266;2023-12-21 17:14:22;;6;empty
cr1250;2023-12-21 17:22:30;Weight;;;1140.0
cr1257;2023-12-21 17:23:47;;6;empty
cr1284;2023-12-21 17:32:42;Weight;;;1240.0
cr1311;2023-12-21 17:58:51;;6;empty
cr1293;2023-12-21 19:12:07;Weight;;;980.0
cr1233;2023-12-22 09:51:29;Status;;full
cr1296;2023-12-22 10:59:02;;6;empty
cr1266;2023-12-22 11:45:41;Status;;full
cr1257;2023-12-22 11:51:25;Status;;full
cr1233;2023-12-22 12:03:20;Weight;;;1230.0
cr1260;2023-12-22 13:55:51;Status;;full
cr1277;2023-12-22 14:00:34;;6;empty
cr1258;2023-12-22 14:08:47;Status;;full
cr1257;2023-12-22 14:09:20;Weight;;;1240.0
cr1296;2023-12-22 14:15:36;Status;;full
cr1311;2023-12-22 14:28:37;Status;;full
cr1245;2023-12-22 14:31:04;;6;empty
cr1296;2023-12-22 14:32:48;Weight;;;1240.0
cr1289;2023-12-22 14:44:00;;6;empty
cr1266;2023-12-22 14:47:35;Weight;;;1210.0
cr1311;2023-12-22 14:50:05;Weight;;;1160.0
cr1292;2023-12-22 14:55:58;;6;empty
cr1260;2023-12-22 15:11:43;Weight;;;1210.0
cr1258;2023-12-22 15:21:59;Weight;;;1210.0
cr1277;2023-12-22 17:52:37;Status;;full
cr1280;2023-12-22 23:36:10;;2;empty
cr1272;2023-12-23 04:11:04;;6;empty
cr1245;2023-12-25 07:58:12;Status;;full
cr1292;2023-12-25 09:05:46;Status;;full
cr1289;2023-12-25 09:17:29;Status;;full
cr1299;2023-12-25 09:19:50;;6;empty
cr1290;2023-12-25 09:23:56;;6;empty
cr1280;2023-12-25 09:26:32;Status;;full
cr1301;2023-12-25 09:29:45;;6;empty
cr1277;2023-12-25 10:11:41;Weight;;;1120.0
cr1302;2023-12-25 10:31:32;;6;empty
cr1292;2023-12-25 10:33:31;Weight;;;1300.0
cr1245;2023-12-25 10:34:22;Weight;;;1190.0
cr1289;2023-12-25 10:37:10;Weight;;;1180.0
cr1244;2023-12-25 10:48:20;;6;empty
cr1280;2023-12-25 11:53:44;Weight;;;450.0
cr1299;2023-12-25 16:26:44;Status;;full
cr1290;2023-12-25 16:34:18;Status;;full
cr1272;2023-12-25 16:35:32;Status;;full
cr1301;2023-12-25 16:39:37;Status;;full
cr1324;2023-12-25 16:51:17;;6;empty
cr1294;2023-12-25 16:56:31;;6;empty
cr1290;2023-12-25 16:58:26;Weight;;;1190.0
cr1302;2023-12-25 17:55:45;Status;;full
cr1301;2023-12-25 18:03:21;Weight;;;1230.0
cr1315;2023-12-26 07:36:11;;2;empty
cr1244;2023-12-26 07:50:44;Status;;full
cr1310;2023-12-26 07:57:31;;6;empty
cr1299;2023-12-26 07:59:17;Weight;;;1180.0
cr1272;2023-12-26 09:01:22;Weight;;;1120.0
cr1295;2023-12-26 09:05:16;;6;empty
cr1244;2023-12-26 09:10:49;Weight;;;1140.0
cr1291;2023-12-26 09:22:15;;6;empty
cr1302;2023-12-26 09:23:05;Weight;;;1250.0
cr1315;2023-12-26 11:25:29;Status;;full
cr1295;2023-12-26 11:58:06;Status;;full
cr1265;2023-12-26 13:44:29;;6;empty
cr1315;2023-12-26 13:45:59;Weight;;;380.0
cr1309;2023-12-26 14:11:01;;6;empty
cr1294;2023-12-26 14:12:37;Status;;full
cr1324;2023-12-26 14:17:27;Status;;full
cr1295;2023-12-26 14:17:31;Weight;;;1170.0
cr1317;2023-12-26 14:25:00;;6;empty
cr1294;2023-12-26 14:25:39;Weight;;;1100.0
cr1305;2023-12-26 14:29:57;;5;empty
cr1324;2023-12-26 14:30:46;Weight;;;1230.0
cr1291;2023-12-26 16:12:40;Status;;full
cr1310;2023-12-26 16:15:20;Status;;full
cr1304;2023-12-26 16:28:24;;6;empty
cr1291;2023-12-26 16:30:02;Weight;;;1170.0
cr1310;2023-12-26 16:39:32;Weight;;;1120.0
cr1305;2023-12-26 17:18:56;Status;;full
cr1265;2023-12-26 17:24:00;Status;;full
cr1309;2023-12-26 17:29:48;Status;;full
cr1317;2023-12-26 18:23:43;Status;;full
cr1305;2023-12-26 19:24:25;Weight;;;940.0
cr1275;2023-12-26 22:27:51;;6;empty
cr1306;2023-12-26 22:38:53;;6;empty
cr1322;2023-12-27 06:36:45;;6;empty
cr1309;2023-12-27 07:07:06;Weight;;;1120.0
cr1317;2023-12-27 07:54:42;Weight;;;1220.0
cr1265;2023-12-27 08:38:03;Weight;;;1190.0
cr1304;2023-12-27 09:06:11;Status;;full
cr1304;2023-12-27 09:25:12;Weight;;;1160.0
cr1275;2023-12-27 10:20:11;Status;;full
cr1322;2023-12-27 10:31:42;Status;;full
cr1306;2023-12-27 10:31:54;Status;;full
cr1322;2023-12-27 10:46:41;Weight;;;1180.0
cr1306;2023-12-27 10:50:59;Weight;;;1160.0
cr1275;2023-12-27 11:32:49;Weight;;;1210.0
cr1298;2023-12-27 18:56:03;;6;empty
cr1308;2023-12-28 04:25:27;;4;empty
cr1298;2023-12-28 09:39:48;Status;;full
cr1308;2023-12-28 09:39:57;Status;;full
cr1316;2023-12-28 11:11:07;;6;empty
cr1308;2023-12-28 11:14:12;Weight;;;720.0
cr1298;2023-12-28 11:16:44;Weight;;;1190.0
cr1316;2023-12-28 11:45:35;Status;;full
cr1332;2023-12-28 12:45:15;;6;empty
cr1316;2023-12-28 13:59:56;Weight;;;1210.0
cr1330;2023-12-28 14:49:11;;3;empty
cr1330;2023-12-28 17:36:24;Status;;full
cr1335;2023-12-28 20:20:48;;6;empty
cr1336;2023-12-29 01:12:49;;3;empty
cr1329;2023-12-29 03:45:24;;6;empty
cr1347;2023-12-29 04:44:39;;6;empty
cr1330;2023-12-29 07:32:10;Weight;;;630.0
cr1332;2023-12-29 07:33:32;Status;;full
cr1354;2023-12-29 09:05:27;;6;empty
cr1340;2023-12-29 09:53:25;;6;empty
cr1332;2023-12-29 09:56:17;Weight;;;1120.0
cr1347;2023-12-29 14:15:06;Status;;full
cr1354;2023-12-29 14:46:59;Status;;full
cr1329;2023-12-29 14:52:19;Status;;full
cr1353;2023-12-29 15:32:40;;6;empty
cr1347;2023-12-29 15:36:18;Weight;;;1310.0
cr1312;2023-12-29 15:50:07;;3;empty
cr1354;2023-12-29 15:51:01;Weight;;;1160.0
cr1329;2023-12-29 16:01:50;Weight;;;1230.0
cr1335;2023-12-29 16:12:34;Status;;full
cr1335;2023-12-29 16:34:01;Weight;;;1190.0
cr1340;2023-12-29 16:43:53;Status;;full
cr1336;2023-12-29 16:48:56;Status;;full
cr1312;2023-12-29 17:35:03;Status;;full
cr1359;2023-12-29 22:13:01;;1;empty
cr1320;2023-12-29 22:36:36;;6;empty
cr1353;2024-01-01 07:08:30;Status;;full
cr1355;2024-01-01 08:21:17;;4;empty
cr1344;2024-01-01 08:32:02;;6;empty
cr1273;2024-01-01 08:43:58;;6;empty
cr1348;2024-01-01 08:44:46;;3;empty
cr1359;2024-01-01 08:57:38;Status;;full
cr1320;2024-01-01 09:07:24;Status;;full
cr1334;2024-01-01 09:18:26;;1;empty
cr1340;2024-01-01 09:22:20;Weight;;;1140.0
cr1353;2024-01-01 09:23:05;Weight;;;1160.0
cr1312;2024-01-01 09:24:22;Weight;;;610.0
cr1320;2024-01-01 09:25:01;Weight;;;1230.0
cr1336;2024-01-01 09:29:00;Weight;;;560.0
cr1334;2024-01-01 09:42:06;Status;;full
cr1344;2024-01-01 09:56:32;Status;;full
cr1346;2024-01-01 10:07:36;;6;empty
